Data,Historico,Fech.,Var.Dia (%),Abertura,Minimo,Medio,Maximo,Volume,Negocios;;;;;;;;;
03/05/2018,13.91,13.91,1.53,13.48,13.48,13.74,13.91,696875,124;;;;;;;;;
02/05/2018,13.7,13.7,-2.63,13.8,13.7,13.87,14.15,252488,40;;;;;;;;;
30/04/2018,14.07,14.07,-0.99,14.29,13.85,14.04,14.29,268190,47;;;;;;;;;
27/04/2018,14.21,14.21,-2.67,14.74,14.21,14.4,14.74,224670,64;;;;;;;;;
26/04/2018,14.6,14.6,2.6,14.24,14.24,14.46,14.65,241647,55;;;;;;;;;
25/04/2018,14.23,14.23,0.07,14.25,13.96,14.16,14.31,362717,72;;;;;;;;;
24/04/2018,14.22,14.22,-1.25,14.39,14.01,14.5,14.75,999714,142;;;;;;;;;
23/04/2018,14.4,14.4,-1.5,14.5,14.3,14.35,14.5,157909,42;;;;;;;;;
20/04/2018,14.62,14.62,1.25,14.6,14.15,14.5,14.62,466994,79;;;;;;;;;
19/04/2018,14.44,14.44,-1.23,14.61,14.38,14.5,14.63,359674,75;;;;;;;;;
18/04/2018,14.62,14.62,3.03,14.2,14.2,14.54,14.77,596296,95;;;;;;;;;
17/04/2018,14.19,14.19,2.83,13.8,13.8,14.01,14.24,2186831,302;;;;;;;;;
16/04/2018,13.8,13.8,-0.07,13.79,13.59,13.77,13.9,1203643,214;;;;;;;;;
13/04/2018,13.81,13.81,-0.65,13.86,13.77,13.87,14,872769,235;;;;;;;;;
12/04/2018,13.9,13.9,2.89,13.48,13.48,13.75,13.9,796516,151;;;;;;;;;
11/04/2018,13.51,13.51,-1.24,13.75,13.44,13.58,13.75,563730,169;;;;;;;;;
10/04/2018,13.68,13.68,1.11,13.53,13.37,13.64,13.85,848684,116;;;;;;;;;
09/04/2018,13.53,13.53,-0.22,13.95,13.12,13.39,13.95,452868,100;;;;;;;;;
06/04/2018,13.56,13.56,-0.8,13.59,13.49,13.68,14.05,755318,188;;;;;;;;;
05/04/2018,13.67,13.67,5.15,13.3,13.22,13.51,13.83,720207,180;;;;;;;;;
04/04/2018,13,13,-1.22,12.9,12.8,12.91,13.16,228553,57 ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
